Cooling_SP,Wall_U,Window_U ,Floor_U,Roof_U,Window_SHGC,Infiltration_rate ,Sensible HR_Eff,EUI-Baseline,IDD-Baseline,OCI-Baseline
20,0.513685775,1.470351429,0.472211954,0.231127221,0.130266962,0.882744226,0.788911248,236.8593285,0.773677569,134.06238
23,0.587251056,1.744262394,0.433307918,0.326550315,0.116438376,0.333484369,0.888239691,158.8914592,0.903966236,89.93256592
21,0.768871631,1.618100636,0.279064214,0.223806861,0.261902943,0.907923671,0.545988409,244.9376635,1.150121721,138.6347176
21,0.697128888,2.855778767,0.287589047,0.302881455,0.259803731,0.405019764,0.796352916,161.5625137,1.188909354,91.44438274
22,0.773281904,1.522263411,0.549154289,0.342368246,0.128532708,0.957554732,0.70798957,262.8890129,1.080567655,148.7951813
23,0.34050315,2.206681572,0.488544361,0.314615891,0.253268743,0.831158944,0.753341893,243.508054,1.226432233,137.8255585
22,0.469119511,2.205758571,0.772942327,0.218802859,0.261645393,0.396916404,0.778915564,159.6507261,1.031188974,90.36231095
20,0.482097921,3.209058909,0.523631748,0.37482029,0.246687064,0.30778976,0.713184668,146.4409953,1.289063286,82.88560334
23,0.32662166,2.055445405,0.259058967,0.170344791,0.166112871,0.864632313,0.816440578,233.3554923,0.730508691,132.0792086
20,0.534665027,2.323954695,0.658999913,0.187035001,0.251894632,0.313014163,0.848379715,157.9816853,0.938528507,89.41763389
20,0.670627963,3.125009712,0.577568914,0.303552488,0.295494396,0.383754946,0.747211303,159.2575294,1.291002906,90.13976164
22,0.433945777,1.255954696,0.581903276,0.235812097,0.205932394,0.458009637,0.78575138,168.6419003,0.900906175,95.45131559
23,0.617602571,3.244022615,0.674746565,0.356835707,0.117982778,0.376595382,0.60125483,168.1388556,1.111177061,95.16659226
24,0.782406362,1.424454304,0.791143054,0.363165021,0.227540194,0.522575764,0.776212214,193.1824488,1.288445401,109.341266
24,0.25693951,2.871324669,0.328390314,0.155443322,0.18636502,0.433167323,0.863028766,175.1882328,0.740714467,99.15653974
23,0.253237192,3.078319479,0.693277914,0.185736747,0.272337664,0.458079236,0.839922475,181.5516584,0.996015648,102.7582387
24,0.78506335,2.709599386,0.588249513,0.258912896,0.126471639,0.41599925,0.572580024,174.1486707,0.986777973,98.56814762
24,0.331179578,1.18702644,0.378986817,0.329312151,0.270680678,0.537613135,0.737595357,195.8861181,1.234792143,110.8715428
22,0.750020168,1.901595666,0.247906105,0.170197553,0.286568919,0.936398228,0.833238754,260.2215554,1.060809563,147.2854004
21,0.275778766,2.436187318,0.442206441,0.396618166,0.235591463,0.305483225,0.792528699,145.251691,1.224120762,82.21245712
23,0.553517131,1.573835529,0.73852112,0.332813532,0.241612814,0.51100984,0.76661063,191.241744,1.229763752,108.2428271
20,0.749848398,2.498834098,0.569024096,0.346376985,0.265040118,0.875849753,0.803949456,239.1963869,1.321526975,135.385155
24,0.499340231,1.178194838,0.771114643,0.221943842,0.273407199,0.553825474,0.544305766,199.3364458,1.160798015,112.8244283
24,0.343519762,3.267928721,0.716449474,0.22888853,0.143070423,0.90538128,0.680289336,253.5092202,0.922379218,143.4862186
24,0.754424981,2.824763837,0.288052836,0.349929993,0.199448692,0.335165234,0.790189515,161.4061618,1.206813921,91.35588759
23,0.213680906,3.437877247,0.257644712,0.214415842,0.118952844,0.349023523,0.661868883,149.1705872,0.742953394,84.43055237
24,0.388809569,1.278876408,0.724662936,0.215376858,0.151471917,0.916906966,0.67581601,255.5693975,0.865291019,144.652279
23,0.333854989,2.635349412,0.22072234,0.252726045,0.114353663,0.523581749,0.536611619,191.4684683,0.862689488,108.3711531
22,0.773372629,2.92285025,0.356925344,0.210721751,0.129124052,0.923050964,0.794988697,255.664981,0.855544767,144.7063793
24,0.51335065,2.044980428,0.53003111,0.246934161,0.249051263,0.460293401,0.754879371,169.7430981,1.07519139,96.0745935
23,0.763166782,3.021121594,0.439693154,0.281744731,0.183052172,0.478322046,0.88841383,183.7522294,1.036238578,104.0037618
20,0.386319479,2.165332067,0.653256673,0.247322176,0.125393996,0.767221989,0.640226384,218.9410465,0.834253431,123.9206323
23,0.22053854,3.420624188,0.487980197,0.258393417,0.140760733,0.411521636,0.636640432,172.9479634,0.913428065,97.88854731
22,0.300349147,1.105803967,0.33903709,0.156042277,0.220210581,0.359173836,0.602298799,165.686002,0.823790607,93.77827711
23,0.673273352,1.683929842,0.425812413,0.266565041,0.205807642,0.364772023,0.6238053,167.1219128,1.071376864,94.59100265
23,0.438294648,1.12917226,0.758783971,0.399473178,0.265075693,0.688897637,0.783324739,208.5939813,1.346399213,118.0641934
22,0.311011735,2.256379712,0.219699437,0.29745963,0.164140701,0.763381094,0.670409271,231.1528463,1.005466755,130.832511
22,0.355291732,1.758454128,0.394491079,0.184709854,0.186316784,0.642689103,0.634701191,198.9504519,0.82466085,112.6059558
24,0.79788348,1.101081767,0.308794607,0.190518116,0.247744668,0.91096164,0.843624175,242.5984069,0.992745007,137.3106983
22,0.450417895,2.466837114,0.224925793,0.355657106,0.183618155,0.377759017,0.898592872,167.5530423,1.070779726,94.83502196
23,0.456926156,2.624181411,0.399705752,0.252452684,0.209915403,0.44918215,0.587692617,168.3557105,1.044618498,95.28933214
20,0.382711977,1.282941547,0.308352223,0.385104104,0.200435617,0.307359162,0.508442663,146.8114106,1.183184647,83.09525843
20,0.559518708,2.429265559,0.410453587,0.188362766,0.157222417,0.771871451,0.506371636,220.7214871,0.862714087,124.9283617
20,0.440997773,1.670027509,0.568344919,0.289088277,0.137583259,0.802277019,0.741370447,237.1069352,0.919033511,134.2025253
20,0.214542203,3.358762478,0.729652999,0.182639052,0.186634928,0.443337345,0.590232984,166.9740593,0.84078406,94.50731758
21,0.798603728,1.282445423,0.563226494,0.386416059,0.219792293,0.641342286,0.501852464,202.0709374,1.348548361,114.3721506
21,0.468942934,3.485688222,0.692912044,0.260316507,0.221444367,0.875267298,0.78685004,250.063641,1.107635667,141.5360208
23,0.246682332,2.575711008,0.689837244,0.354783162,0.126865837,0.360723771,0.597438602,165.5543307,1.041790847,93.70375118
21,0.436757174,1.369288601,0.646643378,0.346496132,0.11827488,0.774946767,0.682374676,232.9175023,0.998882402,131.8313063
24,0.573395234,2.843603418,0.434940553,0.356862371,0.183032092,0.406925366,0.590059663,161.6032141,1.202712976,91.46741918
22,0.55912547,1.65141908,0.494117146,0.248867778,0.155872674,0.348105345,0.564352029,151.2280962,0.906678942,85.59510243
22,0.229669572,1.274557203,0.643975818,0.293997802,0.154941275,0.334399244,0.698611059,148.2120355,0.888705435,83.8880121
23,0.232735341,1.687892585,0.428550912,0.384101273,0.235793527,0.703142525,0.502303988,211.7003046,1.314194063,119.8223724
20,0.4551236,2.687645946,0.238482114,0.355020264,0.171253968,0.823289405,0.649629957,242.0065738,1.152952047,136.9757207
23,0.469664187,1.607292493,0.481400337,0.336107427,0.25950648,0.718290558,0.563620254,226.6008985,1.327262547,128.2561086
21,0.718395192,3.226235052,0.255811384,0.229271578,0.192367266,0.858202028,0.858047801,245.9658452,0.984661667,139.2166684
22,0.767974644,3.043933983,0.343567764,0.306954205,0.292023364,0.761774315,0.578276683,221.7553606,1.394583344,125.5135341
21,0.404015926,3.037241189,0.791428754,0.328159545,0.298783104,0.5500737,0.681472496,186.9424589,1.345245197,105.8094317
21,0.691861154,1.522284855,0.559520347,0.226310501,0.291381414,0.719703717,0.785047376,225.9357258,1.143797173,127.8796208
20,0.332835272,3.103564165,0.335953442,0.216332983,0.239588651,0.700137673,0.747864535,209.0564773,0.979457698,118.3259661
22,0.469234907,3.068909505,0.634674844,0.366332474,0.11877404,0.689979616,0.527141415,219.9195313,1.142847642,124.4744547
20,0.376867661,2.899410506,0.449552917,0.251313094,0.101630166,0.306364737,0.65489261,155.5499516,0.777479126,88.04127258
21,0.268190982,2.929924024,0.725009843,0.180612941,0.145104297,0.680329562,0.583893384,217.3181544,0.808781708,123.0020754
24,0.651313813,2.434227057,0.612116031,0.325093546,0.126028552,0.416901318,0.845634172,173.0469372,0.984388559,97.94456645
24,0.508412298,1.599365686,0.438274152,0.399289759,0.103748785,0.706671039,0.651997261,209.0112906,1.073226265,118.3003905
22,0.517582237,2.578591339,0.770778115,0.182954593,0.192578325,0.575701605,0.526706246,201.5466794,0.95885944,114.0754205
24,0.791860068,1.584041726,0.559538397,0.267318017,0.141511476,0.712931649,0.877191404,221.2521846,0.925984621,125.2287365
22,0.205604118,1.174726408,0.714495692,0.24086751,0.104695892,0.638336495,0.65090745,209.5493375,0.749699313,118.604925
21,0.251885425,1.686976272,0.356915454,0.255807156,0.271543503,0.854568975,0.881077155,246.7932452,1.062102944,139.6849768
24,0.579470906,1.526349196,0.287873472,0.156484017,0.267962002,0.686306457,0.715191674,219.1920067,0.994273212,124.0626758
21,0.547113687,2.507403116,0.44968032,0.227478843,0.14733569,0.953260748,0.688123761,249.2096875,0.881536065,141.0526831
24,0.624934239,2.731821829,0.544510394,0.248541517,0.138615885,0.403564052,0.625628622,171.8764493,0.944864158,97.28207028
24,0.712938832,1.326748773,0.701761024,0.299887503,0.137898937,0.595104366,0.670894807,190.9108844,0.98981577,108.0555606
22,0.379944656,2.940142844,0.739233714,0.199888987,0.131891613,0.584107535,0.551675515,201.5747258,0.845986064,114.0912948
20,0.754018977,1.10567642,0.772998426,0.153039755,0.209000062,0.971052742,0.890075152,264.6045669,0.836168614,149.7661849
20,0.297900532,3.249728283,0.485928133,0.296212693,0.11680486,0.976721036,0.836264044,252.0776177,0.866150556,142.6759316
22,0.631310889,2.246026309,0.340067268,0.165420469,0.117335079,0.702643028,0.677811479,207.0776342,0.704987416,117.205941
21,0.254189381,1.858111732,0.272253251,0.347644458,0.28500493,0.549221419,0.655169435,186.4177969,1.278583668,105.512473
22,0.307417278,2.399862223,0.685949656,0.201260272,0.109472699,0.422654252,0.509840336,174.9932312,0.767191204,99.04616884
21,0.637129921,1.760018788,0.628121733,0.18189096,0.278553443,0.639018513,0.71728642,212.4818842,1.061954807,120.2647464
22,0.485917379,2.950824858,0.3860673,0.260107408,0.218361,0.380810739,0.689971614,156.8811994,1.044497433,88.79475885
21,0.598242676,3.043854804,0.249494194,0.15041166,0.273212604,0.867685937,0.617379833,237.4029313,1.036739744,134.3700591
23,0.756060659,1.326986298,0.587021718,0.332045671,0.162820557,0.328741808,0.771282656,147.3903497,1.044209881,83.42293793
21,0.691848175,3.247458442,0.748988051,0.314079624,0.123980855,0.391230995,0.683146432,157.7279247,0.995951046,89.2740054
22,0.671929218,2.967754576,0.315057826,0.322983552,0.11824615,0.842984291,0.626387586,244.0616771,1.0595714,138.1389092
22,0.583693606,2.048967379,0.547739752,0.392572832,0.168758926,0.966178818,0.891986182,264.0347921,1.185809554,149.4436923
20,0.478892526,2.83199074,0.30346293,0.359282962,0.134476209,0.431040345,0.614787699,164.8569115,1.050132957,93.3090119
23,0.446983788,1.807952523,0.397761218,0.39838215,0.299314357,0.385167588,0.840745264,171.5401385,1.400324732,97.09171837
20,0.694579813,1.688868151,0.724007112,0.21832407,0.128932047,0.992842479,0.805768423,267.5606263,0.818512309,151.4393145
22,0.349823285,2.468102514,0.400059545,0.28377622,0.213648633,0.596630482,0.500181766,205.9766319,1.137844107,116.5827737
21,0.345033163,2.928929657,0.519262552,0.29358545,0.234047946,0.393656321,0.765768331,159.1466519,1.088099528,90.07700496
23,0.551136226,3.481237926,0.72878259,0.235644367,0.138351899,0.655889973,0.56514127,213.5181456,0.978807001,120.8512704
24,0.644632563,2.324076609,0.408163466,0.389681577,0.176452406,0.86043754,0.630036153,248.1569129,1.297367534,140.4568127
23,0.209696091,2.020379667,0.271831026,0.342444185,0.132545244,0.351406966,0.898542804,161.8514578,0.901282516,91.60792511
24,0.510735082,3.488526905,0.202704773,0.22620767,0.163303625,0.963014192,0.898374226,261.6307796,0.916133181,148.0830212
23,0.559737397,2.444324688,0.569555099,0.337187339,0.103326547,0.98729119,0.845559193,253.4173265,0.965375422,143.4342068
23,0.389088086,2.896150414,0.392885602,0.374338984,0.167451619,0.335286605,0.737556871,161.2651628,1.138936412,91.27608213
20,0.769992176,2.281485897,0.475686042,0.267387594,0.210271629,0.502781027,0.81914009,176.5337607,1.020841965,99.91810855
23,0.307136687,3.276348418,0.208555515,0.182637876,0.27589027,0.961171077,0.618191777,252.5046975,1.078159997,142.9176588
21,0.492687447,1.70120428,0.702108344,0.308060085,0.109129368,0.751227644,0.672034105,216.2527548,0.906904853,122.3990592
21,0.744274281,2.01048012,0.581030078,0.365945826,0.261993924,0.660406855,0.81182744,203.8383084,1.322222064,115.3724826
21,0.301770119,1.222475342,0.36626174,0.222892086,0.218296453,0.312497762,0.661174633,145.7522826,0.885246494,82.49579194
21,0.217089829,2.008051893,0.594831543,0.329074215,0.245212375,0.917572959,0.833999741,257.4867977,1.171941578,145.7375275
22,0.516158381,1.782341913,0.515175474,0.281644772,0.102785744,0.995529189,0.772393941,255.0496073,0.844650773,144.3580777
23,0.419723276,1.532886915,0.538712574,0.159679118,0.266682302,0.516677611,0.620790929,192.2393363,0.98639928,108.8074643
20,0.689470655,1.961957517,0.206849179,0.189811519,0.284272712,0.835414397,0.814323611,244.1443794,1.060097814,138.1857187
22,0.263389972,1.539361981,0.233080821,0.215243869,0.267360926,0.839622269,0.80407189,231.6978504,0.982083526,131.1409833
20,0.438806346,2.729926176,0.413272912,0.241334495,0.181619628,0.371422269,0.553660455,155.6973023,0.943787982,88.12467312
22,0.331442644,1.908423608,0.751080852,0.317532641,0.181898429,0.559287786,0.767623,198.0511364,1.040385358,112.0969432
22,0.660708698,1.817328844,0.490837509,0.327827538,0.205535422,0.868105163,0.893789098,248.3187538,1.138248876,140.5484146
24,0.621938464,2.812178869,0.737372105,0.279880314,0.112117155,0.480885858,0.685538107,183.8704485,0.949958043,104.0706739
21,0.651008365,3.059405775,0.330952364,0.167154009,0.29177298,0.796683909,0.686843576,225.8666658,1.091673785,127.8405329
24,0.713958176,1.791143805,0.526846202,0.329340259,0.171468283,0.479443888,0.83388127,184.1590483,1.086697825,104.2340214
21,0.381955978,1.556190206,0.459537316,0.390911996,0.193123882,0.535011043,0.558796474,183.455621,1.213068591,103.8358815
23,0.313345023,1.781233534,0.271911125,0.173469041,0.101183004,0.923601485,0.572229083,243.2685806,0.675410088,137.6900166
23,0.208515487,2.464917848,0.272496062,0.264080178,0.237067927,0.609750112,0.784787734,193.7066676,1.025983895,109.6379739
23,0.393005943,1.344266903,0.236603546,0.167102703,0.270080074,0.975055009,0.583080156,267.5016331,1.027865604,151.4059243
24,0.260741784,1.42800024,0.392407774,0.194019955,0.225442918,0.702246205,0.782039192,220.7756888,0.897378082,124.9590398
20,0.528492056,2.168504453,0.58435122,0.189427461,0.186335631,0.515808403,0.858071349,189.8604429,0.811245329,107.4610107
21,0.726197403,2.04820311,0.708145966,0.172162483,0.120189063,0.806486445,0.576794293,225.2401735,0.778763323,127.4859382
21,0.412743667,2.737255501,0.722172396,0.190550361,0.220694618,0.853492504,0.779261592,246.1381531,0.948225961,139.3141947
21,0.620859062,2.426038226,0.297324471,0.30521862,0.197559979,0.686983997,0.704339893,219.488259,1.123732596,124.2303546
23,0.288701197,3.294024458,0.255668181,0.361563246,0.197928753,0.714376407,0.515712797,212.4576198,1.245660654,120.2510128
21,0.698626079,1.957678392,0.569353333,0.242130676,0.221944926,0.860726698,0.684800588,235.858471,1.063226939,133.4958946
24,0.568589791,1.180075158,0.370520521,0.19615562,0.262596987,0.890901308,0.884892864,251.9272223,1.003587689,142.5908078
23,0.759421871,2.434721461,0.310603867,0.268919478,0.227279444,0.737840095,0.832019339,227.2281604,1.121596789,128.6111388
22,0.410887829,2.1004377,0.767840509,0.204468106,0.242719471,0.924840828,0.766168482,245.6514621,1.000708421,139.0387275
23,0.401696048,3.430668826,0.713181781,0.341789706,0.20630443,0.786654599,0.646563668,223.8753829,1.234068941,126.7134667
20,0.471225262,2.349352851,0.246166061,0.337605732,0.286606928,0.650789045,0.585318518,216.3978263,1.350494994,122.4811697
24,0.247615485,1.74745363,0.603867496,0.354041669,0.199806405,0.667378637,0.598169591,204.2291397,1.180950988,115.5936931
23,0.45856554,1.676502266,0.692072884,0.294185342,0.288613782,0.594845624,0.544252114,206.9199166,1.317479771,117.1166728
22,0.736559858,1.642412851,0.795512277,0.265727782,0.288525643,0.751014023,0.719255258,231.6728069,1.261637848,131.1268087
22,0.626826339,1.496574334,0.373728769,0.208606645,0.219436147,0.614715746,0.711215979,194.8279424,0.946575487,110.2726154
21,0.694776021,2.767662957,0.76817565,0.277362036,0.297407927,0.750386963,0.798812178,218.8051158,1.272205908,123.8436956
22,0.581741002,1.246945667,0.277321333,0.36224093,0.215452694,0.337527627,0.603522251,163.6706479,1.217816193,92.63758669
23,0.217507283,3.045015957,0.353194323,0.164074561,0.109894898,0.751405309,0.654699404,214.7222813,0.658215945,121.5328112
23,0.531567762,3.22093437,0.721135463,0.15840327,0.262242353,0.884017385,0.807928485,251.1638592,1.030356566,142.1587443
23,0.214120357,3.317372057,0.748592281,0.350850279,0.109734923,0.933960604,0.631665493,258.6884817,1.063102453,146.4176806
24,0.718906105,2.814140392,0.696777035,0.372073987,0.292060857,0.648858425,0.731052432,215.2708994,1.490347612,121.843329
24,0.493607322,2.955835726,0.345229467,0.223277008,0.202871043,0.561340089,0.718963097,185.3926793,0.970531743,104.9322565
22,0.521452487,1.928892995,0.255880082,0.178476797,0.161546068,0.758200002,0.756309438,216.579144,0.763106373,122.5837955
23,0.330049607,2.674860004,0.429845466,0.175651317,0.151751802,0.561954054,0.501101794,185.5713819,0.81285122,105.0334022
22,0.244390779,1.305184838,0.598004948,0.184031969,0.227278815,0.59041263,0.602755661,204.0208479,0.91131316,115.4757999
24,0.789232017,3.065854334,0.498589661,0.276766955,0.1705782,0.712772086,0.635185945,223.2172169,1.12277235,126.3409448
23,0.799265142,1.971660882,0.491185235,0.165052638,0.110084766,0.932091357,0.833312207,256.1508946,0.717695372,144.9814063
20,0.648615053,1.910288808,0.208594712,0.23271421,0.222675431,0.319441187,0.884277632,158.5052784,0.927762354,89.71398758
21,0.645865938,2.769119801,0.557317516,0.166046482,0.18297026,0.688008297,0.710353253,206.1045585,0.843185589,116.6551801
20,0.473126421,2.072528638,0.283265312,0.185265382,0.149983791,0.983862759,0.609065903,254.5840294,0.792475504,144.0945606
22,0.752659156,2.416842938,0.286555344,0.385141206,0.138565801,0.880659537,0.512217605,239.1858556,1.223671691,135.3791943
23,0.539787451,2.337151204,0.386291981,0.18460071,0.120369255,0.995035802,0.706952086,267.4101138,0.776503257,151.3541244
20,0.236846494,3.339199042,0.609700287,0.293339844,0.274798109,0.578885579,0.705226236,190.7380887,1.195160741,107.9577582
21,0.686236291,2.982399431,0.779798042,0.29690795,0.186131558,0.562903301,0.658834373,187.074993,1.106814449,105.884446
23,0.259112909,1.788037535,0.603902461,0.273692701,0.151962087,0.929265006,0.598683236,258.3803106,0.978571152,146.2432558
22,0.237760238,1.906600825,0.450030773,0.3497315,0.212835716,0.929990365,0.565064042,247.9165569,1.206201254,140.3207712
22,0.264086583,2.596554333,0.27452239,0.225071248,0.273369938,0.967821157,0.570406506,254.3244494,1.128033026,143.9476383
21,0.588387478,2.580386134,0.276248624,0.240186985,0.105598236,0.779428714,0.783955231,231.9588819,0.797954287,131.2887271
20,0.458228143,2.763876231,0.444724953,0.2458059,0.204485849,0.309282754,0.857678144,144.0375556,0.910972837,81.52525646
22,0.634093947,3.481988511,0.707502213,0.186937221,0.297269474,0.746494732,0.565975354,231.3165263,1.225884722,130.9251539
21,0.26181696,3.399267931,0.773810674,0.212814013,0.128522559,0.52051486,0.824393534,177.1410798,0.729019338,100.2618512
24,0.318425091,2.009052835,0.685222403,0.165642868,0.127934167,0.970537828,0.647238869,263.6063927,0.754420601,149.2012183
20,0.646000793,1.265472613,0.578339828,0.230388668,0.202700648,0.354696472,0.761618134,152.1663177,0.904263869,86.12613581
20,0.539437706,3.333363418,0.716284404,0.213705366,0.248470094,0.607800661,0.812502243,194.1040201,1.019626987,109.8628754
24,0.453335791,2.167790493,0.322437451,0.330036755,0.106036691,0.412829603,0.880300161,171.5184604,0.888058203,97.07944857
23,0.622781333,3.471295096,0.719063015,0.238873293,0.269985111,0.556792182,0.710391879,186.4735728,1.185782282,105.5440422
24,0.246752804,2.81994602,0.366217384,0.159354794,0.26547219,0.370362533,0.610409201,155.3908326,0.962516051,87.95121127
24,0.285711209,2.34741961,0.760780567,0.352121474,0.151220959,0.324370805,0.71235341,146.6744234,1.037983412,83.01772367
24,0.279713944,2.703095001,0.509167257,0.302353681,0.293898855,0.793953724,0.551930074,239.1780115,1.361999827,135.3747545
20,0.406666326,1.783142107,0.766545371,0.33460378,0.214618472,0.779645025,0.84914019,222.1477673,1.09899362,125.7356363
22,0.390399351,2.510326978,0.503641612,0.391815991,0.28309868,0.304583163,0.799857265,158.425742,1.368486984,89.66896997
24,0.255043678,3.318286066,0.335000664,0.305936447,0.186855886,0.974049286,0.781780226,252.6026923,1.071012138,142.9731238
21,0.371383639,1.703985927,0.393779552,0.317032684,0.291239261,0.950528707,0.846421886,250.9385127,1.233450773,142.0311982
24,0.683600715,3.0990125,0.600350441,0.247954054,0.265732963,0.781726355,0.873832494,234.5511248,1.192186676,132.7559366
20,0.507693009,1.649490879,0.77918956,0.398078668,0.206522804,0.603176855,0.526478553,208.094378,1.320846215,117.7814179
20,0.369098927,3.198260663,0.437872942,0.224517959,0.223898585,0.304192858,0.544624928,157.9706289,1.025079787,89.41137594
21,0.789567565,3.365193765,0.544194456,0.193016373,0.298252534,0.841881265,0.552509227,247.1527283,1.261323234,139.8884442
24,0.659605462,2.918105277,0.325634334,0.318554476,0.213769746,0.900505441,0.89805933,240.5887767,1.167604642,136.1732476
23,0.64781745,1.713980997,0.619246885,0.363873656,0.237800333,0.605185118,0.763391889,206.8056156,1.299762314,117.0519784
23,0.633138288,3.478134034,0.737271937,0.213780245,0.188527035,0.546912416,0.690864199,195.8381011,1.005267969,110.8443652
23,0.591136885,1.848488564,0.60134891,0.23147802,0.242508385,0.341434607,0.832130242,149.90786,0.997245157,84.84784876
22,0.671499096,2.759291409,0.561269934,0.335586368,0.107246667,0.657942641,0.82659158,212.4802631,0.990802633,120.2638289
22,0.665669781,1.570395735,0.466216645,0.186854049,0.198935456,0.93598867,0.713781937,259.4211558,0.932239167,146.8323742
22,0.594497615,3.128639051,0.493134205,0.341985339,0.163132845,0.624242932,0.57689031,209.683924,1.177616939,118.681101
22,0.346661617,2.753706245,0.747504357,0.342939439,0.252060361,0.306084137,0.640670884,146.2958735,1.254731033,82.8034644
